Type,Assignee,Created,Description,Comments
Bug,Claus Ibsen,Created: 14/Dec/16 14:42,nullAssume I have rest pathrest("/test").get().type(ClassA.class).to("direct:someRoute");rest("/testSub").get().type(ClassB.class).to("direct:someOtherRoute");And in the type ClassA contains a reference to ClassB.Within the Swagger Doc the path for ClassA renders as expected:/test:    get:      responses:        200:          schema:            $ref: '#/definitions/ClassA'However ClassB gets a string parameter scheme /testSub:    get:      responses:        200:          schema:             type : 'string'             format : 'com.ClassB'However I'd expect it to be:/testSub:    get:      responses:        200:          schema:            $ref: '#/definitions/ClassB',nullASF GitHub Bot added a comment - 14/Dec/16 14:55GitHub user bobpaulin opened a pull request:https://github.com/apache/camel/pull/1348CAMEL-10597 - Allow addition of x-className to empty VendorExtensionsYou can merge this pull request into a Git repository by running:$ git pull https://github.com/bobpaulin/camel CAMEL-10597Alternatively you can review and apply these changes as the patch at:https://github.com/apache/camel/pull/1348.patchTo close this pull request  make a commit to your master/trunk branchwith (at least) the following in the commit message:This closes #1348Bob Paulin added a comment - 14/Dec/16 14:56PR included https://github.com/apache/camel/pull/1348Claus Ibsen added a comment - 14/Dec/16 15:31Thanks for the PRASF GitHub Bot added a comment - 14/Dec/16 15:34Github user bobpaulin closed the pull request at:https://github.com/apache/camel/pull/1348Andrea Cosentino added a comment - 15/Dec/16 14:052.17.x is affected too Claus IbsenClaus Ibsen added a comment - 15/Dec/16 14:26Thanks its backported now
